departamento;municipio;circuito;establecimiento;mesa;electores
RIVADAVIA;RIV. B. SUR;26B;ESCUELA DE EDUCACION AGROTECNICA Nº 3160;2705;337
RIVADAVIA;S. V. ESTE;29C;COLEGIO SECUNDARIO Nº 5061 SAN IGNACIO DE LOYOLA;2759;337
RIVADAVIA;S. V. ESTE;29C;ESCUELA Nº 4505 REPUBLICA DEL PARAGUAY;2766;337
SAN MARTIN;AGUARAY;44A;COLEGIO SECUNDARIO Nº 5006 MARIANO MORENO;3421;337
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4134 GAUCHOS DE GÜEMES;3428;337
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4440 MARIA AGAPITO TORO DE LAHUD;3435;337
SAN MARTIN;GRAL. MOSCONI;42C;ESCUELA Nº 4496 LILIA M. CARDOZO DE MARIÑO;3224;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3381;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3387;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3391;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3392;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3393;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3397;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3398;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3399;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3401;337
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3402;337
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1787;338
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2583;338
CACHI;CACHI;89B;ESCUELA Nº 4063 DR.VICTORINO DE LA PLAZA;3971;338
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3893;338
CAPITAL;SALTA;1B;ESCUELA Nº 4007 GRAL. MARTÍN M. DE GÜEMES;1017;338
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1178;338
CAPITAL;SALTA;2O;ESCUELA Nº 8009 BETANIA DEL SGDO.CORAZON DE JESUS;1386;338
CAPITAL;SALTA;3C;ESCUELA Nº 4025 DR. MIGUEL ORTIZ;1582;338
CAPITAL;SALTA;3C;INSTITUTO DE EDUC. MEDIA DR. ARTURO OÑATIVIA;1593;338
CAPITAL;SALTA;3C;INSTITUTO DE EDUC. MEDIA DR. ARTURO OÑATIVIA;1594;338
CAPITAL;SALTA;3D;COLEGIO Nº 5147 DR. SALVADOR MAZZA;1598;338
CAPITAL;SALTA;3D;COLEGIO Nº 5147 DR. SALVADOR MAZZA;1604;338
CAPITAL;SALTA;3D;ESCUELA Nº 4018 DR. JOSE VICENTE SOLA;1609;338
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1623;338
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1659;338
CAPITAL;SALTA;3G;E.E.T. Nº 3100 REPUBLICA DE LA INDIA;1660;338
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1665;338
CAPITAL;SALTA;3G;ESCUELA Nº 4024 PBRO. DR. JUAN FCO. CASTRO;1672;338
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1676;338
CAPITAL;SALTA;3G;ESCUELA Nº 8065 MARTIN FIERRO;1680;338
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1763;338
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1772;338
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1777;338
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1778;338
CAPITAL;SALTA;3L;COLEGIO SECUNDARIO Nº 5075 BENITA CAMPOS;1790;338
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1782;338
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1784;338
CAPITAL;SALTA;3L;ESCUELA Nº 4845 BICENTENARIO DE LA INDEP.ARGENTINA;1788;338
CAPITAL;SALTA;5H;ESCUELA Nº 4692 MARIA DEL ROSARIO DE SAN NICOLAS;2103;338
CAPITAL;SALTA;5H;ESCUELA Nº 4692 MARIA DEL ROSARIO DE SAN NICOLAS;2104;338
CAPITAL;SALTA;5H;ESCUELA Nº 4692 MARIA DEL ROSARIO DE SAN NICOLAS;2106;338
CAPITAL;SALTA;5M;ESCUELA Nº 4732 SAN CARLOS BORROMEO;2190;338
CAPITAL;SALTA;5M;ESCUELA Nº 4732 SAN CARLOS BORROMEO;2194;338
CAPITAL;SALTA;5M;ESCUELA Nº 4732 SAN CARLOS BORROMEO;2196;338
CAPITAL;SALTA;5M;ESCUELA Nº 4732 SAN CARLOS BORROMEO;2198;338
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1815;338
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1822;338
CAPITAL;SAN LORENZO;4D;ESCUELA Nº 4848 NUESTRA SEÑORA DE ATOCHA;1855;338
CERRILLOS;CERRILLOS;53A;ESCUELA INFANTIL N° 4858;3625;338
CERRILLOS;CERRILLOS;53A;ESCUELA Nº 4319 MARCOS SASTRE;3622;338
CERRILLOS;CERRILLOS;53C;ESCUELA Nº 4837 SAN JOSE DE LOS CERRILLOS;3648;338
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4742 MARIA DOLORES LAURENTINA ARANDA;3669;338
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4742 MARIA DOLORES LAURENTINA ARANDA;3670;338
CHICOANA;EL CARRIL;58A;COLEGIO SECUNDARIO Nº 5029 EJERCITO DEL NORTE;3717;338
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3736;338
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3737;338
GENERAL GÜEMES;GRAL. GÜEMES;12A;COLEGIO SECUNDARIO Nº 5085 DR. MARIANO MORENO;2357;338
GENERAL GÜEMES;GRAL. GÜEMES;12A;COLEGIO SECUNDARIO Nº 5085 DR. MARIANO MORENO;2358;338
GENERAL GÜEMES;GRAL. GÜEMES;12A;COLEGIO SECUNDARIO Nº 5085 DR. MARIANO MORENO;2359;338
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2365;338
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2366;338
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2368;338
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2369;338
METAN;METAN;15B;ESCUELA Nº 4084 JUANA MANUELA GORRITI;2459;338
METAN;METAN;15D;ESCUELA DE COMERCIO Nº 5003 JOSE MANUEL ESTRADA;2495;338
METAN;METAN;15D;ESCUELA Nº 4439 GUILLERMO SIERRA;2502;338
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2986;338
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2987;338
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2988;338
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2992;338
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2993;338
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4109 SEÑOR Y VIRGEN DEL MILAGRO;2995;338
SAN MARTIN;AGUARAY;44A;COLEGIO SECUNDARIO Nº 5006 MARIANO MORENO;3416;338
SAN MARTIN;AGUARAY;44A;COLEGIO SECUNDARIO Nº 5006 MARIANO MORENO;3419;338
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4134 GAUCHOS DE GÜEMES;3425;338
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4440 MARIA AGAPITO TORO DE LAHUD;3433;338
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4440 MARIA AGAPITO TORO DE LAHUD;3434;338
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4440 MARIA AGAPITO TORO DE LAHUD;3437;338
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3380;338
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3386;338
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3389;338
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3400;338
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4178 GREGORIA MATORRAS DE SAN MARTIN;2576;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4178 GREGORIA MATORRAS DE SAN MARTIN;2577;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2580;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2582;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2584;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2585;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2587;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2588;339
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2590;339
CACHI;CACHI;89B;ESCUELA Nº 4063 DR.VICTORINO DE LA PLAZA;3973;339
CACHI;CACHI;89B;ESCUELA Nº 4063 DR.VICTORINO DE LA PLAZA;3974;339
CACHI;CACHI;89B;ESCUELA Nº 4063 DR.VICTORINO DE LA PLAZA;3975;339
CAFAYATE;CAFAYATE;77A;ESCUELA N° 4704 NORMAL SUPERIOR;3898;339
CAFAYATE;CAFAYATE;77A;ESCUELA N° 4704 NORMAL SUPERIOR;3901;339
CAFAYATE;CAFAYATE;77A;ESCUELA N° 4704 NORMAL SUPERIOR;3902;339
CAFAYATE;CAFAYATE;77A;ESCUELA N° 4704 NORMAL SUPERIOR;3903;339
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3885;339
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3890;339
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3891;339
CAPITAL;SALTA;2D;ESCUELA Nº 4038 ARMADA NACIONAL;1164;339
CAPITAL;SALTA;2D;ESCUELA Nº 4038 ARMADA NACIONAL;1168;339
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1171;339
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1176;339
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1177;339
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1180;339
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1290;339
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1291;339
CAPITAL;SALTA;2O;ESCUELA Nº 4045 DR. ARTURO OÑATIVIA;1370;339
CAPITAL;SALTA;2O;ESCUELA Nº 4045 DR. ARTURO OÑATIVIA;1371;339
CAPITAL;SALTA;2O;ESCUELA Nº 4045 DR. ARTURO OÑATIVIA;1380;339
CAPITAL;SALTA;2O;ESCUELA Nº 4045 DR. ARTURO OÑATIVIA;1382;339
CAPITAL;SALTA;2O;ESCUELA Nº 8009 BETANIA DEL SGDO.CORAZON DE JESUS;1393;339
CAPITAL;SALTA;2O;ESCUELA Nº 8009 BETANIA DEL SGDO.CORAZON DE JESUS;1394;339
CAPITAL;SALTA;2O;ESCUELA Nº 8009 BETANIA DEL SGDO.CORAZON DE JESUS;1398;339
CAPITAL;SALTA;3A;ESCUELA Nº 4031 PEDRO BONIFACIO PALACIOS;1467;339
CAPITAL;SALTA;3C;ESCUELA Nº 4025 DR. MIGUEL ORTIZ;1568;339
CAPITAL;SALTA;3C;ESCUELA Nº 4025 DR. MIGUEL ORTIZ;1569;339
CAPITAL;SALTA;3C;ESCUELA Nº 4025 DR. MIGUEL ORTIZ;1570;339
CAPITAL;SALTA;3C;ESCUELA Nº 4025 DR. MIGUEL ORTIZ;1576;339
CAPITAL;SALTA;3C;ESCUELA Nº 4025 DR. MIGUEL ORTIZ;1577;339
CAPITAL;SALTA;3C;ESCUELA Nº 4025 DR. MIGUEL ORTIZ;1583;339
CAPITAL;SALTA;3C;ESCUELA Nº 4728 ALBA CORONEL DE PEREYRA ROZAS;1586;339
CAPITAL;SALTA;3C;INSTITUTO DE EDUC. MEDIA DR. ARTURO OÑATIVIA;1597;339
CAPITAL;SALTA;3D;ESCUELA Nº 4018 DR. JOSE VICENTE SOLA;1614;339
CAPITAL;SALTA;3D;ESCUELA Nº 4018 DR. JOSE VICENTE SOLA;1615;339
CAPITAL;SALTA;3E;COLEGIO Nº 5022 PROF. AMADEO RODOLFO SIROLLI;1619;339
CAPITAL;SALTA;3E;COLEGIO Nº 5022 PROF. AMADEO RODOLFO SIROLLI;1620;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1622;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1624;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1625;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1626;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1627;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1628;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1629;339
CAPITAL;SALTA;3E;ESCUELA Nº 4011 BERNARDINO RIVADAVIA;1631;339
CAPITAL;SALTA;3H;COLEGIO Nº 8050 JOSE MANUEL ESTRADA;1692;339
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1760;339
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1761;339
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1765;339
CAPITAL;SALTA;3K;COLEGIO SECUNDARIO Nº 5049 25 DE MAYO;1766;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1770;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1771;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1773;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1774;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1775;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1776;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1779;339
CAPITAL;SALTA;3K;ESCUELA Nº 4010 SANTA MARIA EUFRASIA PELLETIER;1780;339
CAPITAL;SALTA;5H;ESCUELA Nº 4036 DR. AUGUSTO RAUL CORTAZAR;2095;339
CAPITAL;SALTA;5H;ESCUELA Nº 4036 DR. AUGUSTO RAUL CORTAZAR;2096;339
CAPITAL;SALTA;5H;ESCUELA Nº 4036 DR. AUGUSTO RAUL CORTAZAR;2097;339
CAPITAL;SALTA;5H;ESCUELA Nº 4036 DR. AUGUSTO RAUL CORTAZAR;2098;339
CAPITAL;SALTA;5H;ESCUELA Nº 4036 DR. AUGUSTO RAUL CORTAZAR;2099;339
CAPITAL;SALTA;5H;ESCUELA Nº 4036 DR. AUGUSTO RAUL CORTAZAR;2101;339
CAPITAL;SALTA;5H;ESCUELA Nº 4692 MARIA DEL ROSARIO DE SAN NICOLAS;2107;339
CAPITAL;SALTA;5M;ESCUELA Nº 4732 SAN CARLOS BORROMEO;2189;339
CAPITAL;SALTA;5M;ESCUELA Nº 4732 SAN CARLOS BORROMEO;2192;339
CAPITAL;SALTA;5O;ESCUELA Nº 4843 BICENTENARIO DE LA BAT. DE SALTA;2244;339
CAPITAL;SALTA;5O;ESCUELA Nº 4843 BICENTENARIO DE LA BAT. DE SALTA;2245;339
CAPITAL;SALTA;5O;ESCUELA Nº 4843 BICENTENARIO DE LA BAT. DE SALTA;2246;339
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1804;339
CAPITAL;SAN LORENZO;4A;COLEGIO SECUNDARIO Nº 5052 JUAN MANUEL DE ROSAS;1806;339
CAPITAL;SAN LORENZO;4A;ESCUELA Nº 4055 JOSE MANUEL ESTRADA;1819;339
CERRILLOS;CERRILLOS;53A;ESCUELA Nº 4319 MARCOS SASTRE;3617;339
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4070 DR. MARIANO BOEDO;3653;339
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4070 DR. MARIANO BOEDO;3655;339
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4070 DR. MARIANO BOEDO;3663;339
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4742 MARIA DOLORES LAURENTINA ARANDA;3666;339
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4742 MARIA DOLORES LAURENTINA ARANDA;3668;339
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4742 MARIA DOLORES LAURENTINA ARANDA;3671;339
CHICOANA;EL CARRIL;58A;COLEGIO SECUNDARIO Nº 5029 EJERCITO DEL NORTE;3712;339
CHICOANA;EL CARRIL;58A;COLEGIO SECUNDARIO Nº 5029 EJERCITO DEL NORTE;3714;339
CHICOANA;EL CARRIL;58A;COLEGIO SECUNDARIO Nº 5029 EJERCITO DEL NORTE;3715;339
CHICOANA;EL CARRIL;58A;COLEGIO SECUNDARIO Nº 5029 EJERCITO DEL NORTE;3719;339
CHICOANA;EL CARRIL;58A;COLEGIO SECUNDARIO Nº 5029 EJERCITO DEL NORTE;3720;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4281 MANUEL J. CASTILLA;3725;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4281 MANUEL J. CASTILLA;3726;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4281 MANUEL J. CASTILLA;3728;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4281 MANUEL J. CASTILLA;3729;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3731;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3732;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3734;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3735;339
CHICOANA;EL CARRIL;58A;ESCUELA Nº 4321 PBRO. DR. JOSE A. PACHECO DE MELO;3739;339
GENERAL GÜEMES;GRAL. GÜEMES;12A;COLEGIO SECUNDARIO Nº 5085 DR. MARIANO MORENO;2351;339
GENERAL GÜEMES;GRAL. GÜEMES;12A;COLEGIO SECUNDARIO Nº 5085 DR. MARIANO MORENO;2353;339
GENERAL GÜEMES;GRAL. GÜEMES;12A;COLEGIO SECUNDARIO Nº 5085 DR. MARIANO MORENO;2354;339
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2362;339
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2363;339
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2367;339
GENERAL GÜEMES;GRAL. GÜEMES;12A;ESCUELA Nº 4338 GRAL. JUSTO JOSE DE URQUIZA;2370;339
GENERAL GÜEMES;GRAL. GÜEMES;12B;ESCUELA Nº 4135 MONS. ROBERTO JOSE TAVELLA;2378;339
GENERAL GÜEMES;GRAL. GÜEMES;12D;ESCUELA Nº 4788 SANTA TERESITA DEL NIÑO JESÚS;2419;339
LA CALDERA;LA CALDERA;8A;COLEGIO SECUNDARIO Nº 5045 SENADO PROVINCIAL;2274;339
LA CALDERA;LA CALDERA;8A;ESCUELA Nº 4077 JUANA MORO DE LOPEZ;2279;339
LA CALDERA;VAQUEROS;9A;ESCUELA Nº 4078 DR. BERNABE LOPEZ;2299;339
LA CALDERA;VAQUEROS;9A;ESCUELA Nº 4078 DR. BERNABE LOPEZ;2301;339
LA POMA;LA POMA;99C;ESCUELA Nº 4571 DR. BENJAMIN ZORRILLA;4103;339
METAN;METAN;15D;ESCUELA DE COMERCIO Nº 5003 JOSE MANUEL ESTRADA;2488;339
METAN;METAN;15D;ESCUELA DE COMERCIO Nº 5003 JOSE MANUEL ESTRADA;2491;339
METAN;METAN;15D;ESCUELA DE COMERCIO Nº 5003 JOSE MANUEL ESTRADA;2494;339
METAN;METAN;15D;ESCUELA DE COMERCIO Nº 5003 JOSE MANUEL ESTRADA;2496;339
METAN;METAN;15D;ESCUELA DE COMERCIO Nº 5003 JOSE MANUEL ESTRADA;2497;339
METAN;METAN;15D;ESCUELA Nº 4439 GUILLERMO SIERRA;2501;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2989;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2990;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4108 9 DE JULIO;2991;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4109 SEÑOR Y VIRGEN DEL MILAGRO;2996;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4109 SEÑOR Y VIRGEN DEL MILAGRO;2998;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4109 SEÑOR Y VIRGEN DEL MILAGRO;3000;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4109 SEÑOR Y VIRGEN DEL MILAGRO;3001;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4237 MARIA ERNESTINA GUTIERREZ;3004;339
ORAN;H. YRIGOYEN;32B;ESCUELA Nº 4237 MARIA ERNESTINA GUTIERREZ;3005;339
R. DE LERMA;CAMPO QUIJANO;93A;E.E.T. Nº 3106 ING.RICARDO MAURY;4073;339
SAN MARTIN;AGUARAY;44A;COLEGIO SECUNDARIO Nº 5006 MARIANO MORENO;3417;339
SAN MARTIN;AGUARAY;44A;ESCUELA Nº 4440 MARIA AGAPITO TORO DE LAHUD;3431;339
SAN MARTIN;TARTAGAL;43C;ESCUELA Nº 4516 ARMADA ARGENTINA;3367;339
SAN MARTIN;TARTAGAL;43E;ESCUELA Nº 4795 LUIS MARIA PRETI;3403;339
CERRILLOS;LA MERCED;54A;ESCUELA Nº 4742 MARIA DOLORES LAURENTINA ARANDA;3667;340
SAN MARTIN;AGUARAY;44A;COLEGIO SECUNDARIO Nº 5006 MARIANO MORENO;3420;340
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4178 GREGORIA MATORRAS DE SAN MARTIN;2572;340
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4178 GREGORIA MATORRAS DE SAN MARTIN;2573;340
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2581;340
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2586;340
ANTA;APOLINARIO SARAVIA;22A;ESCUELA Nº 4519 CAP. GOB. JUAN DE SAN MARTIN;2589;340
CAFAYATE;CAFAYATE;77A;ESCUELA N° 4704 NORMAL SUPERIOR;3899;340
CAFAYATE;CAFAYATE;77A;ESCUELA N° 4704 NORMAL SUPERIOR;3900;340
CAFAYATE;CAFAYATE;77A;ESCUELA N° 4704 NORMAL SUPERIOR;3905;340
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3883;340
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3886;340
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3888;340
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3895;340
CAFAYATE;CAFAYATE;77A;ESCUELA Nº 4064 DR. FACUNDO DE ZUVIRIA;3896;340
CAPITAL;SALTA;2B;ESCUELA Nº 4001 JUAN BAUTISTA ALBERDI;1140;340
CAPITAL;SALTA;2D;COLEGIO SECUNDARIO Nº 5046 JUAN CALCHAQUI;1156;340
CAPITAL;SALTA;2D;ESCUELA Nº 4038 ARMADA NACIONAL;1167;340
CAPITAL;SALTA;2D;ESCUELA Nº 4038 ARMADA NACIONAL;1169;340
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1170;340
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1172;340
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1173;340
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1174;340
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1175;340
CAPITAL;SALTA;2D;ESCUELA Nº 4644 ALTE. GUILLERMO BROWN;1179;340
CAPITAL;SALTA;2I;ESCUELA Nº 4005 JUAN CARLOS DAVALOS;1243;340
CAPITAL;SALTA;2J;ESCUELA Nº 4040 MERCEDES LAVIN;1283;340
CAPITAL;SALTA;2J;ESCUELA Nº 8036 EVARISTO PIÑON ARIAS;1289;340
CAPITAL;SALTA;2K;ESCUELA Nº 8136 LA SAGRADA FAMILIA;1306;340
CAPITAL;SALTA;2K;ESCUELA Nº 8136 LA SAGRADA FAMILIA;1308;340
